time, rx, ry, rz, vx, vy, vz
5.75,0,0,0.861205,0,0,0.508252,
5.76,0,0,0.866244,0,0,0.499615,
5.77,0,0,0.871197,0,0,0.490928,
5.78,0,0,0.876063,0,0,0.482191,
5.79,0,0,0.880841,0,0,0.473407,
5.8,0,0,0.885531,0,0,0.464575,
5.81,0,0,0.890132,0,0,0.455697,
5.82,0,0,0.894645,0,0,0.446773,
5.83,0,0,0.899068,0,0,0.437804,
5.84,0,0,0.903401,0,0,0.428792,
5.85,0,0,0.907644,0,0,0.419737,
5.86,0,0,0.911795,0,0,0.410639,
5.87,0,0,0.915856,0,0,0.401501,
5.88,0,0,0.919826,0,0,0.392323,
5.89,0,0,0.923703,0,0,0.383105,
5.9,0,0,0.927488,0,0,0.373849,
5.91,0,0,0.93118,0,0,0.364556,
5.92,0,0,0.934779,0,0,0.355226,
5.93,0,0,0.938284,0,0,0.345861,
5.94,0,0,0.941696,0,0,0.336461,
5.95,0,0,0.945013,0,0,0.327027,
5.96,0,0,0.948236,0,0,0.317561,
5.97,0,0,0.951365,0,0,0.308063,
5.98,0,0,0.954398,0,0,0.298534,
5.99,0,0,0.957335,0,0,0.288976,
6,0,0,0.960177,0,0,0.279388,
6.01,0,0,0.962923,0,0,0.269772,
6.02,0,0,0.965573,0,0,0.26013,
6.03,0,0,0.968126,0,0,0.250462,
6.04,0,0,0.970582,0,0,0.240768,
6.05,0,0,0.972941,0,0,0.23105,
6.06,0,0,0.975203,0,0,0.22131,
6.07,0,0,0.977367,0,0,0.211547,
6.08,0,0,0.979434,0,0,0.201763,
6.09,0,0,0.981403,0,0,0.191959,
6.1,0,0,0.983273,0,0,0.182135,
6.11,0,0,0.985045,0,0,0.172294,
6.12,0,0,0.986719,0,0,0.162435,
6.13,0,0,0.988294,0,0,0.15256,
6.14,0,0,0.98977,0,0,0.142669,
6.15,0,0,0.991147,0,0,0.132765,
6.16,0,0,0.992425,0,0,0.122847,
6.17,0,0,0.993604,0,0,0.112917,
6.18,0,0,0.994684,0,0,0.102975,
6.19,0,0,0.995664,0,0,0.0930237,
6.2,0,0,0.996544,0,0,0.0830626,
6.21,0,0,0.997325,0,0,0.0730933,
6.22,0,0,0.998006,0,0,0.0631166,
6.23,0,0,0.998587,0,0,0.0531337,
6.24,0,0,0.999069,0,0,0.0431454,
6.25,0,0,0.99945,0,0,0.0331528,
6.26,0,0,0.999732,0,0,0.0231569,
6.27,0,0,0.999913,0,0,0.0131586,
6.28,0,0,0.999995,0,0,0.0031591,
6.29,0,0,0.999977,0,0,-0.00684076,
6.3,0,0,0.999858,0,0,-0.0168399,
6.31,0,0,0.99964,0,0,-0.0268374,
6.32,0,0,0.999321,0,0,-0.0368322,
6.33,0,0,0.998903,0,0,-0.0468234,
6.34,0,0,0.998385,0,0,-0.0568098,
6.35,0,0,0.997767,0,0,-0.0667906,
6.36,0,0,0.997049,0,0,-0.0767646,
6.37,0,0,0.996232,0,0,-0.086731,
6.38,0,0,0.995315,0,0,-0.0966888,
6.39,0,0,0.994298,0,0,-0.106637,
6.4,0,0,0.993182,0,0,-0.116574,
6.41,0,0,0.991966,0,0,-0.1265,
6.42,0,0,0.990652,0,0,-0.136413,
6.43,0,0,0.989238,0,0,-0.146313,
6.44,0,0,0.987726,0,0,-0.156197,
6.45,0,0,0.986114,0,0,-0.166067,
6.46,0,0,0.984404,0,0,-0.175919,
6.47,0,0,0.982596,0,0,-0.185754,
6.48,0,0,0.980689,0,0,-0.195571,
6.49,0,0,0.978684,0,0,-0.205367,
6.5,0,0,0.976582,0,0,-0.215144,
6.51,0,0,0.974382,0,0,-0.224899,
6.52,0,0,0.972084,0,0,-0.234631,
6.53,0,0,0.969689,0,0,-0.24434,
6.54,0,0,0.967197,0,0,-0.254024,
6.55,0,0,0.964608,0,0,-0.263683,
6.56,0,0,0.961923,0,0,-0.273316,
6.57,0,0,0.959142,0,0,-0.282921,
6.58,0,0,0.956265,0,0,-0.292498,
6.59,0,0,0.953292,0,0,-0.302046,
6.6,0,0,0.950224,0,0,-0.311564,
6.61,0,0,0.947061,0,0,-0.32105,
6.62,0,0,0.943803,0,0,-0.330504,
6.63,0,0,0.940451,0,0,-0.339926,
6.64,0,0,0.937005,0,0,-0.349313,
6.65,0,0,0.933465,0,0,-0.358665,
6.66,0,0,0.929831,0,0,-0.367982,
6.67,0,0,0.926105,0,0,-0.377261,
6.68,0,0,0.922286,0,0,-0.386503,
6.69,0,0,0.918375,0,0,-0.395707,
6.7,0,0,0.914372,0,0,-0.40487,
6.71,0,0,0.910277,0,0,-0.413994,
6.72,0,0,0.906092,0,0,-0.423075,
6.73,0,0,0.901816,0,0,-0.432115,
6.74,0,0,0.89745,0,0,-0.441111,
6.75,0,0,0.892994,0,0,-0.450064,
6.76,0,0,0.888448,0,0,-0.458971,
6.77,0,0,0.883814,0,0,-0.467832,
6.78,0,0,0.879092,0,0,-0.476647,
6.79,0,0,0.874281,0,0,-0.485413,
6.8,0,0,0.869383,0,0,-0.494132,
6.81,0,0,0.864399,0,0,-0.502801,
6.82,0,0,0.859327,0,0,-0.511419,
6.83,0,0,0.85417,0,0,-0.519987,
6.84,0,0,0.848928,0,0,-0.528502,
6.85,0,0,0.8436,0,0,-0.536965,
6.86,0,0,0.838188,0,0,-0.545374,
6.87,0,0,0.832693,0,0,-0.553728,
6.88,0,0,0.827114,0,0,-0.562027,
6.89,0,0,0.821452,0,0,-0.57027,
6.9,0,0,0.815708,0,0,-0.578456,
6.91,0,0,0.809883,0,0,-0.586584,
6.92,0,0,0.803977,0,0,-0.594653,
6.93,0,0,0.79799,0,0,-0.602663,
6.94,0,0,0.791924,0,0,-0.610613,
6.95,0,0,0.785778,0,0,-0.618501,
6.96,0,0,0.779554,0,0,-0.626328,
6.97,0,0,0.773251,0,0,-0.634092,
6.98,0,0,0.766872,0,0,-0.641792,
6.99,0,0,0.760415,0,0,-0.649429,
7,0,0,0.753883,0,0,-0.657,
7.01,0,0,0.747275,0,0,-0.664506,
7.02,0,0,0.740593,0,0,-0.671946,
7.03,0,0,0.733836,0,0,-0.679318,
7.04,0,0,0.727007,0,0,-0.686622,
7.05,0,0,0.720104,0,0,-0.693857,
7.06,0,0,0.713129,0,0,-0.701024,
7.07,0,0,0.706084,0,0,-0.70812,
7.08,0,0,0.698967,0,0,-0.715145,
7.09,0,0,0.691781,0,0,-0.722099,
7.1,0,0,0.684525,0,0,-0.72898,
7.11,0,0,0.677201,0,0,-0.735789,
7.12,0,0,0.669809,0,0,-0.742524,
7.13,0,0,0.662351,0,0,-0.749185,
7.14,0,0,0.654826,0,0,-0.755771,
7.15,0,0,0.647235,0,0,-0.762281,
7.16,0,0,0.63958,0,0,-0.768715,
7.17,0,0,0.631861,0,0,-0.775072,
7.18,0,0,0.624079,0,0,-0.781352,
7.19,0,0,0.616234,0,0,-0.787553,
7.2,0,0,0.608328,0,0,-0.793676,
7.21,0,0,0.60036,0,0,-0.79972,
7.22,0,0,0.592333,0,0,-0.805683,
7.23,0,0,0.584247,0,0,-0.811566,
7.24,0,0,0.576102,0,0,-0.817368,
7.25,0,0,0.567899,0,0,-0.823088,
7.26,0,0,0.55964,0,0,-0.828725,
7.27,0,0,0.551325,0,0,-0.83428,
7.28,0,0,0.542954,0,0,-0.839752,
7.29,0,0,0.53453,0,0,-0.845139,
7.3,0,0,0.526052,0,0,-0.850442,
7.31,0,0,0.517521,0,0,-0.85566,
7.32,0,0,0.508938,0,0,-0.860792,
7.33,0,0,0.500305,0,0,-0.865838,
7.34,0,0,0.491622,0,0,-0.870798,
7.35,0,0,0.482889,0,0,-0.875671,
7.36,0,0,0.474108,0,0,-0.880456,
7.37,0,0,0.46528,0,0,-0.885152,
7.38,0,0,0.456405,0,0,-0.889761,
7.39,0,0,0.447485,0,0,-0.89428,
7.4,0,0,0.43852,0,0,-0.89871,
7.41,0,0,0.429511,0,0,-0.903051,
7.42,0,0,0.420459,0,0,-0.9073,
7.43,0,0,0.411365,0,0,-0.911459,
7.44,0,0,0.402229,0,0,-0.915527,
7.45,0,0,0.393054,0,0,-0.919504,
7.46,0,0,0.383839,0,0,-0.923388,
7.47,0,0,0.374586,0,0,-0.92718,
7.48,0,0,0.365296,0,0,-0.93088,
7.49,0,0,0.355969,0,0,-0.934486,
7.5,0,0,0.346606,0,0,-0.937999,
7.51,0,0,0.337209,0,0,-0.941418,
7.52,0,0,0.327778,0,0,-0.944743,
7.53,0,0,0.318314,0,0,-0.947974,
7.54,0,0,0.308818,0,0,-0.951109,
7.55,0,0,0.299292,0,0,-0.95415,
7.56,0,0,0.289735,0,0,-0.957095,
7.57,0,0,0.28015,0,0,-0.959944,
7.58,0,0,0.270536,0,0,-0.962698,
7.59,0,0,0.260896,0,0,-0.965355,
7.6,0,0,0.251229,0,0,-0.967916,
7.61,0,0,0.241537,0,0,-0.970379,
7.62,0,0,0.231822,0,0,-0.972746,
7.63,0,0,0.222083,0,0,-0.975016,
7.64,0,0,0.212321,0,0,-0.977188,
7.65,0,0,0.202539,0,0,-0.979262,
7.66,0,0,0.192736,0,0,-0.981238,
7.67,0,0,0.182914,0,0,-0.983117,
7.68,0,0,0.173074,0,0,-0.984897,
7.69,0,0,0.163216,0,0,-0.986578,
7.7,0,0,0.153342,0,0,-0.988161,
7.71,0,0,0.143453,0,0,-0.989645,
7.72,0,0,0.133549,0,0,-0.99103,
7.73,0,0,0.123632,0,0,-0.992316,
7.74,0,0,0.113703,0,0,-0.993502,
7.75,0,0,0.103762,0,0,-0.99459,
7.76,0,0,0.0938112,0,0,-0.995578,
7.77,0,0,0.0838507,0,0,-0.996466,
7.78,0,0,0.0738818,0,0,-0.997255,
7.79,0,0,0.0639056,0,0,-0.997943,
7.8,0,0,0.053923,0,0,-0.998533,
7.81,0,0,0.0439349,0,0,-0.999022,
7.82,0,0,0.0339425,0,0,-0.999411,
7.83,0,0,0.0239467,0,0,-0.999701,
7.84,0,0,0.0139485,0,0,-0.99989,
7.85,0,0,0.00394892,0,0,-0.99998,
7.86,0,0,-0.00605108,0,0,-0.999969,
7.87,0,0,-0.0160505,0,0,-0.999859,
7.88,0,0,-0.0260483,0,0,-0.999648,
7.89,0,0,-0.0360434,0,0,-0.999338,
7.9,0,0,-0.046035,0,0,-0.998927,
7.91,0,0,-0.056022,0,0,-0.998417,
7.92,0,0,-0.0660033,0,0,-0.997807,
7.93,0,0,-0.0759781,0,0,-0.997097,
7.94,0,0,-0.0859453,0,0,-0.996287,
7.95,0,0,-0.0959039,0,0,-0.995378,
7.96,0,0,-0.105853,0,0,-0.994369,
7.97,0,0,-0.115791,0,0,-0.993261,
7.98,0,0,-0.125718,0,0,-0.992054,
7.99,0,0,-0.135632,0,0,-0.990747,
8,0,0,-0.145533,0,0,-0.989341,
8.01,0,0,-0.155419,0,0,-0.987836,
8.02,0,0,-0.16529,0,0,-0.986233,
8.03,0,0,-0.175144,0,0,-0.984531,
8.04,0,0,-0.18498,0,0,-0.98273,
8.05,0,0,-0.194798,0,0,-0.980831,
8.06,0,0,-0.204597,0,0,-0.978834,
8.07,0,0,-0.214375,0,0,-0.976739,
8.08,0,0,-0.224132,0,0,-0.974547,
8.09,0,0,-0.233866,0,0,-0.972257,
8.1,0,0,-0.243577,0,0,-0.969869,
8.11,0,0,-0.253263,0,0,-0.967385,
8.12,0,0,-0.262925,0,0,-0.964804,
8.13,0,0,-0.272559,0,0,-0.962127,
8.14,0,0,-0.282167,0,0,-0.959353,
8.15,0,0,-0.291747,0,0,-0.956484,
8.16,0,0,-0.301297,0,0,-0.953518,
8.17,0,0,-0.310817,0,0,-0.950458,
8.18,0,0,-0.320306,0,0,-0.947302,
8.19,0,0,-0.329763,0,0,-0.944052,
8.2,0,0,-0.339187,0,0,-0.940707,
8.21,0,0,-0.348577,0,0,-0.937268,
8.22,0,0,-0.357932,0,0,-0.933736,
8.23,0,0,-0.367252,0,0,-0.93011,
8.24,0,0,-0.376535,0,0,-0.926391,
8.25,0,0,-0.38578,0,0,-0.922579,
8.26,0,0,-0.394986,0,0,-0.918676,
8.27,0,0,-0.404153,0,0,-0.91468,
8.28,0,0,-0.41328,0,0,-0.910593,
8.29,0,0,-0.422365,0,0,-0.906415,
8.3,0,0,-0.431408,0,0,-0.902146,
8.31,0,0,-0.440408,0,0,-0.897787,
8.32,0,0,-0.449364,0,0,-0.893338,
8.33,0,0,-0.458275,0,0,-0.8888,
8.34,0,0,-0.46714,0,0,-0.884172,
8.35,0,0,-0.475958,0,0,-0.879457,
8.36,0,0,-0.484729,0,0,-0.874654,
8.37,0,0,-0.493451,0,0,-0.869763,
8.38,0,0,-0.502124,0,0,-0.864785,
8.39,0,0,-0.510747,0,0,-0.85972,
8.4,0,0,-0.519319,0,0,-0.85457,
8.41,0,0,-0.527838,0,0,-0.849334,
8.42,0,0,-0.536305,0,0,-0.844014,
8.43,0,0,-0.544719,0,0,-0.838608,
8.44,0,0,-0.553077,0,0,-0.833119,
8.45,0,0,-0.561381,0,0,-0.827547,
8.46,0,0,-0.569628,0,0,-0.821892,
8.47,0,0,-0.577819,0,0,-0.816155,
8.48,0,0,-0.585951,0,0,-0.810336,
8.49,0,0,-0.594026,0,0,-0.804436,
8.5,0,0,-0.60204,0,0,-0.798456,
8.51,0,0,-0.609995,0,0,-0.792396,
8.52,0,0,-0.617888,0,0,-0.786256,
8.53,0,0,-0.62572,0,0,-0.780038,
8.54,0,0,-0.633489,0,0,-0.773742,
8.55,0,0,-0.641195,0,0,-0.767369,
8.56,0,0,-0.648836,0,0,-0.760919,
8.57,0,0,-0.656413,0,0,-0.754392,
8.58,0,0,-0.663924,0,0,-0.747791,
8.59,0,0,-0.671369,0,0,-0.741114,
8.6,0,0,-0.678746,0,0,-0.734364,
8.61,0,0,-0.686056,0,0,-0.72754,
8.62,0,0,-0.693297,0,0,-0.720643,
8.63,0,0,-0.700469,0,0,-0.713674,
8.64,0,0,-0.707571,0,0,-0.706634,
8.65,0,0,-0.714602,0,0,-0.699523,
8.66,0,0,-0.721561,0,0,-0.692342,
8.67,0,0,-0.728448,0,0,-0.685092,
8.68,0,0,-0.735263,0,0,-0.677774,
8.69,0,0,-0.742004,0,0,-0.670387,
8.7,0,0,-0.748671,0,0,-0.662934,
8.71,0,0,-0.755263,0,0,-0.655414,
8.72,0,0,-0.761779,0,0,-0.647829,
8.73,0,0,-0.768219,0,0,-0.640179,
8.74,0,0,-0.774583,0,0,-0.632465,
8.75,0,0,-0.780868,0,0,-0.624688,
8.76,0,0,-0.787076,0,0,-0.616848,
8.77,0,0,-0.793205,0,0,-0.608947,
8.78,0,0,-0.799255,0,0,-0.600984,
8.79,0,0,-0.805225,0,0,-0.592962,
8.8,0,0,-0.811114,0,0,-0.58488,
8.81,0,0,-0.816923,0,0,-0.57674,
8.82,0,0,-0.822649,0,0,-0.568542,
8.83,0,0,-0.828294,0,0,-0.560287,
8.84,0,0,-0.833855,0,0,-0.551977,
8.85,0,0,-0.839333,0,0,-0.543611,
8.86,0,0,-0.844727,0,0,-0.53519,
8.87,0,0,-0.850037,0,0,-0.526717,
8.88,0,0,-0.855262,0,0,-0.51819,
8.89,0,0,-0.860401,0,0,-0.509612,
8.9,0,0,-0.865454,0,0,-0.500983,
8.91,0,0,-0.87042,0,0,-0.492303,
8.92,0,0,-0.8753,0,0,-0.483575,
8.93,0,0,-0.880092,0,0,-0.474798,
8.94,0,0,-0.884796,0,0,-0.465973,
8.95,0,0,-0.889411,0,0,-0.457102,
8.96,0,0,-0.893938,0,0,-0.448185,
8.97,0,0,-0.898375,0,0,-0.439224,
8.98,0,0,-0.902722,0,0,-0.430218,
8.99,0,0,-0.906979,0,0,-0.42117,
9,0,0,-0.911146,0,0,-0.412079,
9.01,0,0,-0.915221,0,0,-0.402947,
9.02,0,0,-0.919205,0,0,-0.393775,
9.03,0,0,-0.923096,0,0,-0.384564,
9.04,0,0,-0.926896,0,0,-0.375314,
9.05,0,0,-0.930603,0,0,-0.366026,
9.06,0,0,-0.934216,0,0,-0.356702,
9.07,0,0,-0.937737,0,0,-0.347342,
9.08,0,0,-0.941163,0,0,-0.337948,
9.09,0,0,-0.944496,0,0,-0.32852,
9.1,0,0,-0.947734,0,0,-0.319058,
9.11,0,0,-0.950877,0,0,-0.309565,
9.12,0,0,-0.953925,0,0,-0.300041,
9.13,0,0,-0.956878,0,0,-0.290487,
9.14,0,0,-0.959735,0,0,-0.280904,
9.15,0,0,-0.962496,0,0,-0.271293,
9.16,0,0,-0.965161,0,0,-0.261655,
9.17,0,0,-0.967729,0,0,-0.25199,
9.18,0,0,-0.9702,0,0,-0.242301,
9.19,0,0,-0.972575,0,0,-0.232587,
9.2,0,0,-0.974852,0,0,-0.22285,
9.21,0,0,-0.977032,0,0,-0.21309,
9.22,0,0,-0.979114,0,0,-0.20331,
9.23,0,0,-0.981098,0,0,-0.193509,
9.24,0,0,-0.982984,0,0,-0.183688,
9.25,0,0,-0.984772,0,0,-0.173849,
9.26,0,0,-0.986461,0,0,-0.163993,
9.27,0,0,-0.988052,0,0,-0.154121,
9.28,0,0,-0.989544,0,0,-0.144233,
9.29,0,0,-0.990936,0,0,-0.13433,
9.3,0,0,-0.99223,0,0,-0.124414,
9.31,0,0,-0.993425,0,0,-0.114486,
9.32,0,0,-0.99452,0,0,-0.104546,
9.33,0,0,-0.995516,0,0,-0.0945962,
9.34,0,0,-0.996412,0,0,-0.0846366,
9.35,0,0,-0.997208,0,0,-0.0746685,
9.36,0,0,-0.997905,0,0,-0.0646929,
9.37,0,0,-0.998502,0,0,-0.0547109,
9.38,0,0,-0.998999,0,0,-0.0447234,
9.39,0,0,-0.999397,0,0,-0.0347314,
9.4,0,0,-0.999694,0,0,-0.024736,
9.41,0,0,-0.999891,0,0,-0.014738,
9.42,0,0,-0.999989,0,0,-0.00473863,
9.43,0,0,-0.999986,0,0,0.00526124,
9.44,0,0,-0.999884,0,0,0.0152606,
9.45,0,0,-0.999681,0,0,0.0252584,
9.46,0,0,-0.999378,0,0,0.0352537,
9.47,0,0,-0.998976,0,0,0.0452455,
9.48,0,0,-0.998473,0,0,0.0552327,
9.49,0,0,-0.997871,0,0,0.0652145,
9.5,0,0,-0.997169,0,0,0.0751897,
9.51,0,0,-0.996367,0,0,0.0851573,
9.52,0,0,-0.995466,0,0,0.0951165,
9.53,0,0,-0.994465,0,0,0.105066,
9.54,0,0,-0.993365,0,0,0.115005,
9.55,0,0,-0.992165,0,0,0.124933,
9.56,0,0,-0.990866,0,0,0.134848,
9.57,0,0,-0.989468,0,0,0.14475,
9.58,0,0,-0.987971,0,0,0.154637,
9.59,0,0,-0.986375,0,0,0.164509,
9.6,0,0,-0.984681,0,0,0.174364,
9.61,0,0,-0.982888,0,0,0.184202,
9.62,0,0,-0.980997,0,0,0.194021,
9.63,0,0,-0.979008,0,0,0.203821,
9.64,0,0,-0.97692,0,0,0.213601,
9.65,0,0,-0.974736,0,0,0.223359,
9.66,0,0,-0.972453,0,0,0.233095,
9.67,0,0,-0.970074,0,0,0.242808,
9.68,0,0,-0.967597,0,0,0.252496,
9.69,0,0,-0.965024,0,0,0.262159,
9.7,0,0,-0.962354,0,0,0.271796,
9.71,0,0,-0.959588,0,0,0.281406,
9.72,0,0,-0.956726,0,0,0.290987,
9.73,0,0,-0.953768,0,0,0.30054,
9.74,0,0,-0.950715,0,0,0.310062,
9.75,0,0,-0.947567,0,0,0.319554,
9.76,0,0,-0.944324,0,0,0.329013,
9.77,0,0,-0.940987,0,0,0.33844,
9.78,0,0,-0.937555,0,0,0.347832,
9.79,0,0,-0.93403,0,0,0.35719,
9.8,0,0,-0.930411,0,0,0.366513,
9.81,0,0,-0.9267,0,0,0.375798,
9.82,0,0,-0.922895,0,0,0.385046,
9.83,0,0,-0.918999,0,0,0.394256,
9.84,0,0,-0.91501,0,0,0.403426,
9.85,0,0,-0.91093,0,0,0.412555,
9.86,0,0,-0.906759,0,0,0.421644,
9.87,0,0,-0.902497,0,0,0.43069,
9.88,0,0,-0.898145,0,0,0.439693,
9.89,0,0,-0.893703,0,0,0.448652,
9.9,0,0,-0.889172,0,0,0.457567,
9.91,0,0,-0.884552,0,0,0.466435,
9.92,0,0,-0.879844,0,0,0.475257,
9.93,0,0,-0.875047,0,0,0.484032,
9.94,0,0,-0.870163,0,0,0.492758,
9.95,0,0,-0.865192,0,0,0.501435,
9.96,0,0,-0.860134,0,0,0.510061,
9.97,0,0,-0.854991,0,0,0.518637,
9.98,0,0,-0.849761,0,0,0.527161,
9.99,0,0,-0.844447,0,0,0.535632,
10,0,0,-0.839049,0,0,0.544049,
